	iflood	etss	estofs	cbofs	Time_adcirc	observed	Time_observed	ahps	Time_ahps	Time_etss
30	0.9493960231469998	2.2119999999999997	0.57	3.0192127774477004	2018-12-18 13:00:00	2.856	2018-12-16 06:00:00	2.3	2018-12-19 00:00:00	2018-12-18 19:00:00
31	0.48295463101229985	2.728	0.17	2.4749246781736614	2018-12-18 14:00:00	3.115	2018-12-16 07:00:00	1.7	2018-12-19 01:00:00	2018-12-18 20:00:00
32	0.14472073984899989	3.074	-0.19	2.0766782506041226	2018-12-18 15:00:00	3.112	2018-12-16 08:00:00	1.1	2018-12-19 02:00:00	2018-12-18 21:00:00
33	-0.02506536650290041	3.161	-0.43	1.957679240577668	2018-12-18 16:00:00	3.04	2018-12-16 09:00:00	0.7	2018-12-19 03:00:00	2018-12-18 22:00:00
34	0.054683964378999944	2.983	-0.47	2.1025430617451666	2018-12-18 17:00:00	2.859	2018-12-16 10:00:00	0.6	2018-12-19 04:00:00	2018-12-18 23:00:00
35	0.37638019454120003	2.468	-0.26	2.4772003451555964	2018-12-18 18:00:00	2.489	2018-12-16 11:00:00	0.8	2018-12-19 05:00:00	2018-12-19 00:00:00
36	0.8639096862630001	1.889	0.18	2.9910994458913795	2018-12-18 19:00:00	1.993	2018-12-16 12:00:00	1.3	2018-12-19 06:00:00	2018-12-19 01:00:00
37	1.344809468644	1.295	0.67	3.4833971153914933	2018-12-18 20:00:00	1.6	2018-12-16 13:00:00	1.9	2018-12-19 07:00:00	2018-12-19 02:00:00
38	1.70662491217132	0.871	0.98	3.7867589833259583	2018-12-18 21:00:00	1.56	2018-12-16 14:00:00	2.6	2018-12-19 08:00:00	2018-12-19 03:00:00
39	1.8173779570105002	0.745	1.05	3.8133078121662143	2018-12-18 22:00:00	1.869	2018-12-16 15:00:00	3.1	2018-12-19 09:00:00	2018-12-19 04:00:00
40	1.6559689896595702	0.9390000000000001	0.9	3.5751144248366358	2018-12-18 23:00:00	2.17	2018-12-16 16:00:00	3.4	2018-12-19 10:00:00	2018-12-19 05:00:00
41	1.2088683990199	1.4140000000000001	0.55	3.150660046678781	2018-12-19 00:00:00	2.554	2018-12-16 17:00:00	3.4	2018-12-19 11:00:00	2018-12-19 06:00:00
42	0.5460747121062001	2.074	0.05	2.5846480449408293	2018-12-19 01:00:00	3.043	2018-12-16 18:00:00	3.0	2018-12-19 12:00:00	2018-12-19 07:00:00
43	-0.027232335434799936	2.766	-0.47	2.0242436242856083	2018-12-19 02:00:00	3.329	2018-12-16 19:00:00	2.5	2018-12-19 13:00:00	2018-12-19 08:00:00
44	-0.3750406055504005	3.305	-0.85	1.6267063320174813	2018-12-19 03:00:00	3.401	2018-12-16 20:00:00	1.8	2018-12-19 14:00:00	2018-12-19 09:00:00
45	-0.4697986862120002	3.5660000000000003	-1.05	1.518970519278943	2018-12-19 04:00:00	3.375	2018-12-16 21:00:00	1.2	2018-12-19 15:00:00	2018-12-19 10:00:00
46	-0.26477167646090033	3.424	-0.96	1.7367941301360723	2018-12-19 05:00:00	3.237	2018-12-16 22:00:00	0.8	2018-12-19 16:00:00	2018-12-19 11:00:00
47	0.23700880824759993	3.1069999999999998	-0.56		2018-12-19 06:00:00	2.882	2018-12-16 23:00:00	0.7	2018-12-19 17:00:00	2018-12-19 12:00:00
48	0.9810399029228998	2.563	0.18		2018-12-19 07:00:00	2.318	2018-12-17 00:00:00	0.8	2018-12-19 18:00:00	2018-12-19 13:00:00
49	1.62428699860792	2.002	0.87		2018-12-19 08:00:00	1.767	2018-12-17 01:00:00	1.3	2018-12-19 19:00:00	2018-12-19 14:00:00
50	2.0655132617807497	1.3940000000000001	1.37		2018-12-19 09:00:00	1.478	2018-12-17 02:00:00	1.9	2018-12-19 20:00:00	2018-12-19 15:00:00
51	2.2982571566942	0.902	1.61		2018-12-19 10:00:00	1.462	2018-12-17 03:00:00	2.4	2018-12-19 21:00:00	2018-12-19 16:00:00
52	2.2928631674305	0.804	1.61		2018-12-19 11:00:00	1.787	2018-12-17 04:00:00	2.8	2018-12-19 22:00:00	2018-12-19 17:00:00
53	2.08234928812877	1.004	1.42		2018-12-19 12:00:00	2.321	2018-12-17 05:00:00	2.9	2018-12-19 23:00:00	2018-12-19 18:00:00
54	1.6385212390054802	1.4569999999999999	1.05		2018-12-19 13:00:00	2.85	2018-12-17 06:00:00	2.6	2018-12-20 00:00:00	2018-12-19 19:00:00
55	0.9773221204540998	2.052	0.47		2018-12-19 14:00:00			2.1	2018-12-20 01:00:00	2018-12-19 20:00:00
56	0.34996278863679986	2.609	-0.13		2018-12-19 15:00:00			1.5	2018-12-20 02:00:00	2018-12-19 21:00:00
57	-0.059677360275800014	2.957	-0.58		2018-12-19 16:00:00			0.8	2018-12-20 03:00:00	2018-12-19 22:00:00
58	-0.1967213820153001	3.013	-0.74		2018-12-19 17:00:00			0.4	2018-12-20 04:00:00	2018-12-19 23:00:00
59	-0.013206774708500292	2.775	-0.61		2018-12-19 18:00:00			0.3	2018-12-20 05:00:00	2018-12-20 00:00:00
60	0.49394125899709973	2.285	-0.15		2018-12-19 19:00:00			0.6	2018-12-20 06:00:00	2018-12-20 01:00:00
61	1.1885937439826002	1.636	0.49		2018-12-19 20:00:00			1.2	2018-12-20 07:00:00	2018-12-20 02:00:00
62	1.73722542390736	1.004	1.06		2018-12-19 21:00:00			2.0	2018-12-20 08:00:00	2018-12-20 03:00:00
63	2.0739479499810605	0.59	1.41		2018-12-19 22:00:00			2.7	2018-12-20 09:00:00	2018-12-20 04:00:00
64	2.16267707535476	0.515	1.51		2018-12-19 23:00:00					2018-12-20 05:00:00
65	2.0052638188314598	0.797	1.37		2018-12-20 00:00:00					2018-12-20 06:00:00
66	1.58192174788562	1.3780000000000001	1.02		2018-12-20 01:00:00					2018-12-20 07:00:00
67	0.9687073362279999	2.041	0.51		2018-12-20 02:00:00					2018-12-20 08:00:00
68	0.37117835999539994	2.898	-0.03		2018-12-20 03:00:00					2018-12-20 09:00:00
69	-0.019530863820800298	3.452	-0.43		2018-12-20 04:00:00					2018-12-20 10:00:00
70	-0.10476131813960012	3.681	-0.6		2018-12-20 05:00:00					2018-12-20 11:00:00
71	0.18138620062410002	3.57	-0.42		2018-12-20 06:00:00					2018-12-20 12:00:00
72	0.8341138271122998	3.156	0.14		2018-12-20 07:00:00					2018-12-20 13:00:00
73	1.6040050174257199	2.508	0.94		2018-12-20 08:00:00					2018-12-20 14:00:00
74	2.2862636226194	1.76	1.7		2018-12-20 09:00:00					2018-12-20 15:00:00
75	2.7472109773012	1.206	2.24		2018-12-20 10:00:00					2018-12-20 16:00:00
76	2.9944490868797002	0.813	2.51		2018-12-20 11:00:00					2018-12-20 17:00:00
77	2.9883042939182003	0.754	2.51		2018-12-20 12:00:00					2018-12-20 18:00:00
78	2.7322448532892	1.025	2.27		2018-12-20 13:00:00					2018-12-20 19:00:00
79	2.2098177976257602	1.5659999999999998	1.82		2018-12-20 14:00:00					2018-12-20 20:00:00
80	1.4772805611987	2.234	1.14		2018-12-20 15:00:00					2018-12-20 21:00:00
81	0.8437713610410001	2.825	0.48		2018-12-20 16:00:00					2018-12-20 22:00:00
82	0.4816215423386998	3.262	0.05		2018-12-20 17:00:00					2018-12-20 23:00:00
83	0.42281561270999984	3.2710000000000004	-0.05		2018-12-20 18:00:00					2018-12-21 00:00:00
