CBBV2	SWPV2	BLTM2	BISM2	SLIM2	APAM2	KPTV2	LWTV2
2.8093576298913954	2.9153533624231818	1.5895263726135493	3.059083659815788	2.4286561026186946	1.6300671910808089	3.019667363268137	2.742912650399685
2.746590074267149	2.8533374525725845	1.58118586196208	3.093599914300442	2.45973690470171	1.6511342957482338	2.959072901916504	2.7628823541932106
2.6840002852640152	2.7897108871757985	1.5739768290092946	3.1254267886161804	2.4896646682829857	1.6728093075022699	2.9009872184515	2.7824726660780907
2.623369400333524	2.7250539989590647	1.5681100416054727	3.1544551586985587	2.518549886366844	1.6952405607566834	2.8447531239509583	2.8006455385022164
2.5651364580503704	2.6599566054463386	1.5632760704478026	3.1808213318467145	2.5466612622947693	1.7184763595328332	2.7890385421335697	2.817500904076576
2.505900033946991	2.594974985134602	1.5594701731374263	3.2041903089165684	2.573880676111698	1.7426389306054118	2.733428488653898	2.8342755021982193
2.4475302954576015	2.5297827436447147	1.5572904786189796	3.224343255090713	2.600074167272568	1.7677804892525675	2.6781244421273467	2.8512261068754197
2.3904200794360637	2.464953564566374	1.5575227094908954	3.240970203268528	2.6250309190363885	1.7938867593870165	2.623531364303827	2.867527638488293
2.3334540910086634	2.400846892398596	1.5603436545600893	3.254269845294952	2.6487354819388393	1.8208338519499305	2.5692114388763905	2.883204542391777
2.278827376376748	2.3389518403828147	1.565253259645939	3.264629200029373	2.671014782866955	1.848828574644089	2.515302830991149	2.8987928563289644
2.2266620400882364	2.278384562265873	1.572071655826807	3.2720259733080868	2.6915340182394982	1.877237010525227	2.462876344975829	2.9139665770463945
2.1779225736222267	2.2204115229964256	1.581198280202389	3.276582196342945	2.7105489842505457	1.9056518999800685	2.4105220705389976	2.9276231212549213
2.1323116481266022	2.165627331387997	1.5930924121012688	3.278292197811604	2.72797891344738	1.9348160884544852	2.3591325564801693	2.939223126643181
2.0896617640293242	2.1132780438035725	1.6079005280902385	3.277192939090729	2.7436178781600002	1.9644318315253257	2.3091921630620957	2.949274469905377
2.0496297085470556	2.0638565763801338	1.6254878853728774	3.273052678215504	2.757230616292477	1.9941117192075253	2.261539854866266	2.958235354774475
2.0123706730156243	2.0153009145379066	1.6456832686831953	3.2656721366524692	2.7690809421153073	2.0238121409878733	2.21644445746094	2.965544907026768
1.9781554875223935	1.9686500836431982	1.6684256624152662	3.2552949856996536	2.7794045088500976	2.0531155702040196	2.1727602659508585	2.97095045947361
1.9449093342329413	1.924207695004344	1.6936185563077928	3.242430862116814	2.7887203402729037	2.081318371759415	2.1292401516631245	2.97488987731266
1.9124631735178679	1.8820347153365613	1.7208991812934875	3.2273926664471624	2.796976612231255	2.10844381763196	2.08741650834009	2.977423002772808
1.882238094834987	1.84256832536757	1.7500793081393242	3.2105423855066304	2.8040737832398417	2.134861717151165	2.048003617030382	2.977974489980221
1.854648467767254	1.8050533103019	1.7814349737932682	3.1922506108760835	2.8099866256923676	2.161866500751734	2.0094771020680664	2.976017297082424
1.8300153196015432	1.7712522780120374	1.8147905628254415	3.172787023711204	2.8146944099278453	2.189474204586506	1.9721105619769543	2.971832447879791
1.8080061673465222	1.7412239706858994	1.8491975954642297	3.1523364308953283	2.818264605125904	2.2171573956773285	1.937809338001348	2.9655194838576318
1.7890861287600397	1.7144312016487122	1.883672195064068	3.130815913784504	2.820438286087036	2.2451558340654376	1.906421578652039	2.9567250229649544
1.7738255048058034	1.6906814148396254	1.9181828760077955	3.1080621774077413	2.8212580855102543	2.273205901043177	1.8789875025342218	2.94516667246151
1.761821460479781	1.6679995844744147	1.9532171764543058	3.0838141453742978	2.8204459130377773	2.30046344961381	1.8541636464146896	2.9313339261345863
1.7534416233635544	1.6485808178678156	1.9889330133965017	3.0580485457062725	2.817835344693184	2.327063418136597	1.8312012230984867	2.915753630273819
1.7468772999792397	1.6311591023102403	2.025162300573826	3.0306087325692177	2.8131987453312877	2.3532107564673423	1.8101380602445452	2.8981952162914277
1.7428114507644474	1.6150817101567985	2.062133748727083	3.0012420387744907	2.8064837041110993	2.3791198014781476	1.7906308503437787	2.8783772692613603
1.7413179862498342	1.6010130417093635	2.100236332344055	2.9699451397538184	2.7978253549547194	2.4050634611115456	1.7720807188682257	2.856337532811642
1.7413726827315092	1.588645598848164	2.1392181664874554	2.9370156821489335	2.7873050520033837	2.431020125673771	1.7562799992419778	2.832488057845116
1.7423396920821665	1.5785346883673221	2.1785173013379575	2.902650206613541	2.7748093688101774	2.4569366998538973	1.7439603226043283	2.8070422034196856
1.7454175089410544	1.5710138671349734	2.2182353317906855	2.866907381999493	2.760332438489914	2.482665142582417	1.7334582314424216	2.780015027873993
1.7505191078445912	1.564141263379529	2.258843466507435	2.830205517220497	2.743894599577904	2.507912696288586	1.7243304459124802	2.7514024243884085
1.758120134286493	1.5574795741464944	2.3005240678360463	2.792979935157299	2.725535746893406	2.5326492442951203	1.71860211699903	2.7217075761489866
1.7683194636161477	1.5519900519054384	2.3430556608607773	2.7551586686849596	2.705543944499016	2.557020089791775	1.7163307401768861	2.6914027674131393
1.7801768847032486	1.5485532977886498	2.3857385217418674	2.716801364469528	2.6841260978789334	2.5810232771501544	1.7163123694926499	2.6603471929364204
1.7937479190602004	1.5467475010853262	2.4281164023747444	2.67799387459755	2.661596476516247	2.604446816252232	1.7180044525161384	2.628695542924881
1.8106086931693404	1.5454011181600393	2.470656306820154	2.638746368336678	2.6381152463765147	2.6276726413235667	1.721722419884801	2.5969271418981554
1.8298689591501875	1.5442763384886087	2.513699981140137	2.5991455778062345	2.6139188429327014	2.650303955362797	1.727627586495876	2.565571085118532
1.8509679153511804	1.54496852093637	2.556634238051415	2.5590501110732555	2.5889916211576463	2.6723552300200466	1.7361641855619847	2.534703446530581
1.874447798704639	1.548180151668191	2.5989612723460196	2.51873062710762	2.563404570362091	2.6935837718114857	1.7468040996350347	2.503697447233677
1.9008054618136063	1.553569912415743	2.6408891628851894	2.4781457643687723	2.537408793231964	2.714072303818226	1.7585351810164749	2.4722753879957198
1.9284683296474665	1.5603028415244073	2.6824370748271944	2.4373324842333792	2.511111458203316	2.7331551301345827	1.770936688479781	2.441106680416346
1.9582095629478842	1.569020929016918	2.7230934157838824	2.3961492969870566	2.4847873310656547	2.750605397866726	1.786960765314102	2.4106962677471637
1.9905710266194343	1.5809380273267628	2.762597500490189	2.354570583897829	2.458595208844662	2.7669120141134265	1.8057339423194527	2.380810647957802
2.0246914130262135	1.5960382041938603	2.801350428329945	2.3124957278847695	2.432475249311447	2.7821119402513506	1.8272011318884789	2.3511930470399856
2.0614649515858887	1.613806542661786	2.839187339829445	2.2698466993749142	2.406251934817553	2.7962554359302523	1.851496037890017	2.3217674888305666
2.099859608303666	1.634409014467895	2.875221161948681	2.2267847399294376	2.3799415948600773	2.80937496458149	1.8780657209097873	2.292699321710348
2.140206984419286	1.6585684932030738	2.9089702234139443	2.1836449464738372	2.3534333453090195	2.8211183175311088	1.906487339712493	2.2638292597465517
2.1824677229112983	1.6864680379077792	2.9406514034142495	2.1407964438676834	2.3267564228088857	2.83127878485775	1.9373815198445692	2.2349945946567056
2.2254913031495214	1.7172251590460539	2.9704094184508327	2.0984009625792504	2.3001045323522096	2.8394306262598037	1.9695602453209458	2.2063887380890845
2.2704214010647537	1.7493569647192955	2.998521967755795	2.056584053951502	2.273372167787075	2.845602589474678	2.0039498728670178	2.178265628390789
2.31711686917758	1.7835208149671555	3.025551294492722	2.01543645914197	2.246526474556446	2.849914554522991	2.0403239132136104	2.150092747949839
2.3638311602137088	1.8201567506238818	3.051246491538525	1.9750779603898525	2.219351062378407	2.8527981285915374	2.0792103615820405	2.12129103519845
2.4116494034788607	1.8593915453001857	3.0750985088219642	1.9356540564477442	2.19209488274765	2.854993517027855	2.119975802157819	2.09219177358675
2.4610205134711265	1.9009617758512498	3.0977417521944046	1.8975398368418217	2.16485601042819	2.8568323944077494	2.162033839766681	2.063226081394434
2.510561518680215	1.9444578359097244	3.119775230633259	1.8609967690885068	2.1377209819765093	2.857588635908127	2.2055494316637514	2.034715855055332
2.5607790246418713	1.989114952546358	3.140902470873833	1.8259433034837245	2.1109884218485355	2.856951883302689	2.2504895032837986	2.00666295241642
2.6124356775394677	2.0352534576922654	3.1610172822942735	1.7921507292866705	2.084834727725506	2.8549229188427927	2.2964107870057227	1.9786807457439899
2.6665572533569337	2.0830886660337447	3.180436085568905	1.7593646681338548	2.0593006744594575	2.8517418936953547	2.3444170883864164	1.950325600736618
2.7227049090824127	2.1316597284495833	3.1986494395008087	1.7274375189721585	2.0343230952532294	2.8475335769519807	2.394987145256996	1.921857224845171
2.778927269812584	2.1811128770530224	3.214699672864914	1.6963045016109943	2.009829436293364	2.8422039028868675	2.4481584323465824	1.894061878465891
2.8360089336595538	2.231073951241374	3.228450282799244	1.6659978839188814	1.9858745529563429	2.8353758263454436	2.5052677683353424	1.867511876248598
2.8926895959041117	2.281047199216485	3.2402290326228145	1.6362667587727309	1.9625766629786492	2.8272065798506736	2.565206067469716	1.8421495271556378
2.9472873183450696	2.330707204413414	3.250057238685131	1.6073489794760942	1.9398397450060847	2.8176769982442855	2.6236922636300326	1.8175886923604012
3.000495273467064	2.379873560112715	3.257660526322365	1.5792846364110709	1.9176029789955618	2.8064999952778815	2.6807821900069713	1.793259892874241
3.051646298643112	2.429715878766775	3.263029508518219	1.5517736872911452	1.8959141800613404	2.7939876892433166	2.7381494733810423	1.7691064154736997
3.099870725925922	2.481364806932211	3.266125268267632	1.524833928334713	1.874611031046629	2.7803933340177536	2.7952046384632587	1.7456760316722393
3.1457820359430313	2.534271790844202	3.267065729962826	1.4988267596691847	1.853666739842415	2.7656533716783525	2.851647691857815	1.723736814522028
3.188206362750292	2.587346469891071	3.266409225510597	1.4740502679526806	1.8332526194961072	2.7498872911200527	2.9070059581816197	1.7035554628454448
3.228423469569445	2.6401265335202218	3.264313574122429	1.4506460895717144	1.8134257743568423	2.733075144933224	2.96023532743454	1.6843044035964012
3.267115479584694	2.6910050418794156	3.260702506290913	1.428638132083416	1.7945071230442524	2.715614707933426	3.010920228582621	1.6655542785607578
3.3032394561729435	2.7400149473071096	3.2556360598077774	1.4078430064350367	1.7767017131955625	2.6979673128590584	3.0588717479228973	1.6479898999117613
3.336039353396654	2.786280714970827	3.2489659980406764	1.3883516982376576	1.759757953217745	2.6799864831433298	3.1046073447287084	1.6319549693398476
3.365643264915705	2.8302168403089047	3.24033815668726	1.3701667009174823	1.7434566171677113	2.6613368285164833	3.1484001225054263	1.617148760088563
3.392322240825653	2.8711200793504714	3.2298462103476524	1.3535413905784488	1.727518147966385	2.642056288169384	3.1907411395430563	1.6036156649224758
3.4163556426427366	2.9090828355371956	3.2180275657048227	1.3386794459179043	1.7119120378108026	2.6219381521806717	3.229038992655277	1.5915650338612797
3.437260723497629	2.944527524602413	3.204868337797165	1.3256507317602635	1.6967984526665212	2.6012540573344234	3.2640831690251826	1.5807224922411443
3.4556988769135475	2.976761854094267	3.19011390380764	1.314384503248334	1.6822773251445295	2.580574264870644	3.2979313808500765	1.570640787848115
3.471565476771355	3.0070265724480154	3.173676847146988	1.3045139578312634	1.6684908294291496	2.5597871084079746	3.330521732491255	1.5615566983901261
3.4839346308073997	3.0358371833086015	3.1555082771053318	1.2961443816527725	1.6555833397866488	2.5388245320782663	3.359139420610666	1.5542281765424013
3.492818561699152	3.0629588157057763	3.1357255313863757	1.2894070951595902	1.6435065521956682	2.517766521082878	3.385266811531782	1.5489537489794492
3.4993414624295234	3.088024593752623	3.1147842714061738	1.2843737232416867	1.632109492144108	2.4965585133895876	3.4093917367577555	1.5454353779338599
3.5048893846235276	3.110463669520617	3.093132727192879	1.2811153774365782	1.6214002754898074	2.475061463819504	3.430573147904873	1.5438550835185052
3.508225295539856	3.1308333971023563	3.070562819885254	1.279747146475315	1.6116706330986026	2.4529485868678096	3.44760843129158	1.5449394305728674
3.5090626956186295	3.1486503451585772	3.0469337442388538	1.280034257169068	1.6032210961641074	2.4305030575261117	3.4618406147181986	1.5487267005227805
3.5086177901587488	3.1641309039711953	3.0225319998135567	1.2818471980273722	1.5963195368857384	2.408229427920342	3.474784136813879	1.5550466559164524
3.5067662011942864	3.176920909237862	2.9973998281826972	1.285146416465938	1.5908798098326922	2.3862125723228456	3.485918115955591	1.5641172026478052
3.501417166408062	3.1869998268604283	2.971219048606396	1.2902315392002464	1.5871352703632118	2.3644225696191787	3.492532344532013	1.576055580639124
3.4943992961308954	3.194020532798767	2.944205562459469	1.2973039715096353	1.5851934291483165	2.3426911379859447	3.496829153460264	1.5908225795410873
3.4852569289467334	3.198423239004612	2.917331317054272	1.3063258475393056	1.5851844332576992	2.3210007745490078	3.4995982254862783	1.6085630625270606
3.473044225182295	3.200427171421051	2.8902691357603074	1.317435870233178	1.58712011424315	2.2994991292521956	3.4991987883865834	1.6293510501317978
3.4578487969896794	3.200691181254387	2.8622301180830005	1.33063516407758	1.5909654663563968	2.2779934749171735	3.4945798874616623	1.6529052252106666
3.4394788950047492	3.1987860080718997	2.8333779501190186	1.3460566140219568	1.596817390984416	2.256558027641535	3.4870991199433803	1.6780158360384703
3.419460104938507	3.1940152526021004	2.8045287155976295	1.363834498400986	1.6046563807339669	2.235909036324978	3.4776831603467464	1.7033965191476346
3.3976043931207656	3.1862690085291865	2.776387614118099	1.3843711633116007	1.6142624763013127	2.2148741995260717	3.4670212698996066	1.7290787601553204
3.373870398010969	3.1751938938021658	2.7484729744067193	1.407850095587969	1.6255099796713592	2.1941795442864898	3.4540287593126298	1.75560211693573
3.350355237718582	3.1616709190130234	2.7202204021086693	1.4340700855135917	1.6386629495681526	2.1738784592614175	3.4393773869395257	1.7828228019111156
3.3261334111056327	3.1450238278627394	2.6918946893086435	1.4631608401417733	1.6537029053033592	2.153743993775606	3.42240898604393	1.8100803993724583
3.3003952880165577	3.126000257086754	2.663985720919609	1.4951966733515263	1.670669937259078	2.1343821970686916	3.403348942798376	1.836838333778858
3.2741750047466756	3.104628269952536	2.6361784452071193	1.530501926112175	1.6894247558028699	2.115690496431351	3.382905879151821	1.8627350583307742
3.245949713464737	3.081333606761694	2.607972416864872	1.5691021193742754	1.7099395910115245	2.097329199211359	3.3605079693615436	1.8877583014600279
3.215776127394199	3.056262450736761	2.580224983381272	1.610982439252734	1.732087375930071	2.0795410966739656	3.3360466760516165	1.91203459232378
3.1843246359488964	3.030042363029718	2.553635673033238	1.6560471088469029	1.755896760514498	2.0618426596984865	3.3096824585318565	1.9359332513444425
3.150830392863512	3.0038758595407007	2.527681159662247	1.7039249987781049	1.7810122115225795	2.044060228483439	3.2822598549246784	1.9600386202864648
3.1161328516266344	2.9767798458755017	2.501032984899521	1.753747516694665	1.8073744734139443	2.0270669911072257	3.2546373860955238	1.9846133400433064
3.08032510014987	2.9488721486449245	2.474219168411732	1.8054724699139595	1.8349516694457533	2.0106458728179932	3.225921525430679	2.0092784098320005
3.043012394841671	2.9188584351956846	2.4490562934150697	1.8592242852926253	1.863603483280659	1.9950054413840772	3.195289540064335	2.0337919184200763
3.004797851499081	2.8860558000922207	2.425745202945709	1.9145306296825408	1.892757111361742	1.980488518463135	3.16305169044137	2.0583376948766707
2.9659305193982126	2.85112876586318	2.403407330947161	1.9712076740145683	1.9217384485812188	1.9669058970079423	3.1291452986717223	2.0834229314260484
2.9261361216566564	2.814426412177086	2.3814175608029364	2.028931370663643	1.9503495853455068	1.9535199139878752	3.0933940648555756	2.109461830162287
2.885598878469229	2.7763964801549914	2.3601608579626085	2.0878201329290866	1.9786626843423845	1.940363228397131	3.0555130539357664	2.136499468319893
2.8439383223316668	2.737072117698193	2.3389692775478363	2.1474006009578703	2.006934030673027	1.9275411508247853	3.016218905937672	2.1641420801215174
2.8012782445213795	2.6959753692269324	2.316797145055771	2.2074556022167204	2.035475351503611	1.9151564495429994	2.9763249667108056	2.1919750723474025
2.757043690290213	2.654480943721533	2.293946605073452	2.267710077571869	2.064450528493643	1.903762176261902	2.9356502428472044	2.219682904356003
2.710828573401928	2.612746562612057	2.271143000172615	2.3280094345986844	2.093611783525467	1.8940014393792155	2.8940459110260006	2.2470121267073155
2.6630740836224556	2.5711783121347427	2.248055340247393	2.3879165903508666	2.1226223573894503	1.8853567796216013	2.851537003290653	2.2741965347759727
2.6141806847563984	2.5300650386035444	2.2232234553565977	2.4472385243058206	2.150956186047316	1.8776365454063417	2.808100541007519	2.301852444850683
2.5644863582811355	2.4892243796706204	2.1959959256818298	2.5058630811750886	2.1786179630072118	1.87054934810257	2.764317541372776	2.3300199473135472
2.514088836725712	2.448357515317202	2.167063772516489	2.5635954803705214	2.2058798139603137	1.8641774218842984	2.7204783174216747	2.357865259998322
2.4632720284423826	2.4073412409543993	2.1374198683967593	2.6203913291275502	2.2330682310671808	1.8589256796107292	2.6759389785051346	2.3842283041410446
2.412590354081154	2.365556013506651	2.107471472935915	2.6760169298529624	2.2601547599346636	1.8548558213577273	2.6306533717930316	2.4088511323564052
2.362020883899093	2.3231856620430946	2.0769891909232143	2.7302412250518797	2.286597007027388	1.8516746006474496	2.584814028900862	2.432596274548054
2.311204857867122	2.280509792533517	2.046516882615328	2.782757474410534	2.3123667135150434	1.8493811374471187	2.539172155585885	2.455879203968525
2.2610647214538453	2.2370424313217403	2.0165749407281877	2.8332179672002793	2.3373112426013947	1.8478997489378455	2.493634126138687	2.4785378968052862
2.211668383855283	2.192924872559309	1.9869990924766066	2.8814069976091385	2.3614373412044047	1.847069486902714	2.4474559706270695	2.5004849364690784
2.1626487491763235	2.147497776132822	1.9579513616731168	2.9270300480008125	2.3844465804309847	1.8478842016921044	2.4009657457143065	2.5209581167929174
2.1142826855069994	2.100572472792864	1.9305968139340879	2.970165930199623	2.4064001714499	1.8506051652596	2.355096188363433	2.53960112228322
2.0670095003209115	2.0533664878875015	1.9062933398356439	3.0103478357076643	2.4272679975838662	1.8545847712621693	2.30978662520349	2.557202364527464
2.0208053960650263	2.005250842434168	1.8843746567835808	3.0469601327061655	2.4472451327652935	1.8594321873650554	2.264757474710047	2.574497159802198
1.9761811950988173	1.9568023001372814	1.863316254662514	3.0796817070126536	2.466465928664923	1.8651295195684434	2.2193882404386995	2.5918799583547116
1.9321376446484626	1.9080747385591268	1.8425954917838574	3.1085127541899684	2.485272522470474	1.8713156610891821	2.1740530096560717	2.6087734586827755
1.8882523381476328	1.8587292961895465	1.8229799522926808	3.132977665412426	2.5039239371628765	1.8780344180033208	2.1296873305410147	2.6248198785715102
1.8445413377223574	1.8093969565302135	1.8053020494153502	3.1531089041113853	2.52233226724577	1.8862664401695728	2.0870509647250173	2.6396230077080727
1.802102265782565	1.760137806263566	1.7898660789301397	3.1693552870035173	2.540374503693104	1.8962728039786816	2.0452730708837508	2.6530476143889428
1.7613323272614776	1.7112209643021226	1.7768203752508165	3.182466602015495	2.557975550374508	1.9076501610741619	2.0046053139463065	2.6656569195919038
1.7228553385882674	1.6628916786693038	1.7655265234878064	3.192567031550407	2.57514420761776	1.9196769823596478	1.966004161204025	2.6783632239632604
1.6875485946609676	1.6161587236046793	1.7555197685530186	3.1988608304142954	2.5916368041248323	1.9314156418011188	1.9285135853819548	2.6905377929739953
1.6551259748227	1.5707748465657234	1.7471223980059625	3.2021214496374126	2.60734030457449	1.9434976118073464	1.892495758164022	2.701021134548664
1.6262848317137957	1.526861198731512	1.7410307133367062	3.20304098610878	2.6220718577117923	1.956283216910124	1.857522725416161	2.7100234787397386
1.6004972556716799	1.484676966561284	1.7376047457327843	3.201714874494076	2.63553714146328	1.969663333045006	1.824173476897925	2.7180972905688288
1.5774568241721987	1.4440532922379672	1.7370962823500635	3.198216059732437	2.647367911002159	1.9841695977911953	1.792392070942372	2.724963697426796
1.5573970881364345	1.4054918509747834	1.7398409090211393	3.1929045730113987	2.6572385542006494	1.9993725551531316	1.763145098273456	2.7302871134810447
1.5410332453138231	1.3692514961630107	1.7451008649339677	3.184935778427124	2.6648700028867722	2.014055902050495	1.7352752913430332	2.7341616044573787
1.5276125987804532	1.3356816680401564	1.7513652315905095	3.174266261029244	2.6698803228349686	2.0287620320186615	1.7091788971319795	2.7359238212041856
1.5156474286801218	1.305193800263852	1.758476483123541	3.1608154489278792	2.6722581714005473	2.043985816823006	1.6854638716176151	2.734999004536152
1.5064207005760668	1.2778026700511576	1.7680364747514725	3.1449961752772335	2.6725980596156123	2.059948535816431	1.6642633686482906	2.7313566466503145
1.4996752004436253	1.253825028088689	1.7811805465390682	3.1271297498226165	2.6715068189711575	2.076833724723816	1.6452161347687244	2.7259647836022376
1.495805769655764	1.2332669246017933	1.7973631759455206	3.1069989022493365	2.668918544790268	2.094295432882071	1.6289816078737376	2.7193944588832855
1.4943736874274016	1.2162576755180956	1.815668151067734	3.08460852162838	2.664312257668495	2.1120592856273652	1.6152525342971085	2.7112189543776513
1.4963286313525437	1.2028752126291393	1.8357423831989765	3.06000925873518	2.6577131852121356	2.129728779302597	1.6038174372732639	2.7009906267457007
1.5016783261633515	1.1927246945619583	1.8571362733712198	3.0338687651038168	2.649067352077484	2.1472536542580127	1.5947815296098589	2.6886558917694092
1.5096702949441074	1.185615789783001	1.8799247221519948	3.0065732773423193	2.6386117804260256	2.1643806566164496	1.587840955545008	2.6744496204190256
1.520275814402759	1.1816165052697063	1.9048875363638402	2.9788506803393364	2.6267405293793678	2.1814952407345776	1.5822821551680564	2.6584463221364025
1.533051641363561	1.1803637541651726	1.9322813922336102	2.9505456972002984	2.613819301447392	2.199154076235056	1.5789865546420216	2.64071346610117
1.5485578189081548	1.1811778578206897	1.9613947343697549	2.9212128357768057	2.5997391681284907	2.217049836115599	1.57822395734936	2.621088441812277
1.5667760130203365	1.1850308613300324	1.9909699959328175	2.8909203474998475	2.5842744499058723	2.235201881097317	1.5796546706378458	2.599604983859539
1.5875590382180214	1.1918043269485237	2.0196137916913033	2.8595407253980634	2.5672569627375603	2.2533067954347135	1.5832096119344232	2.576620483332157
1.6109357889107465	1.2018367006152868	2.046155482487917	2.8274079908013343	2.5485832538814543	2.2707110081181527	1.5902208330750465	2.5523141735725403
1.6370558951160907	1.2148894690021872	2.0713823065330983	2.7941429473638535	2.5287486840100293	2.287437399999857	1.5993185874864457	2.5267437456183437
1.665559753440231	1.2298179783642293	2.097412698285818	2.759821864593029	2.5077033845992087	2.30421600715971	1.6102783201381563	2.4997357352309226
1.6961988279595077	1.2471720780700446	2.1247527743747234	2.7243334672331807	2.4857131255478864	2.3213644236490727	1.624779158015549	2.4715352804296016
1.728671817451626	1.267341060397029	2.1520949038734436	2.688105255651474	2.4631697170050146	2.3390725409851076	1.6421620787948368	2.442228917770863
1.762792900551021	1.289038317424059	2.178522679316044	2.6515858510017396	2.440133001199484	2.356790729807377	1.6615819821104405	2.411883627527237
1.7983304575196504	1.3128370071657003	2.2044618410041332	2.614648724126816	2.4163583290190696	2.373982463465691	1.6835949875645337	2.380853085093975
1.8360892049967348	1.3384217234298588	2.230304296868086	2.5772617049396036	2.391822232923031	2.389748446242571	1.707809883919358	2.349737961732626
1.8755951047706454	1.3656566233791412	2.2565397362580297	2.53885374994874	2.366466826310873	2.4044984800682068	1.7344508839704096	2.3189669311873913
1.9168635268582999	1.3943294968873263	2.284542183684349	2.4999568878591063	2.3399851733059887	2.4187827809915543	1.7634820652686058	2.2882369688384534
1.959550329552874	1.4239447388283908	2.314913679348469	2.460431584584713	2.3127639994235043	2.4327404919729236	1.7946669862296432	2.2574898947410587
2.003384144969195	1.4556194102529436	2.3464706769456862	2.420471056210995	2.2850600786716937	2.4461531693205836	1.8279814092840998	2.226687769704342
2.047847996629685	1.4894191683286802	2.3777909457256796	2.380553258317709	2.257243220380068	2.4584794950947764	1.863514152045641	2.196425691448927
2.093120317291379	1.5257105008725078	2.409328973727465	2.340960192519426	2.229569416305542	2.469917770014763	1.901374165933393	2.166852581077099
2.1392047248668074	1.564936929126084	2.4415722013285164	2.3013124669075014	2.201900599083424	2.480682526515484	1.9418314330864697	2.1377918453447817
2.186264306541443	1.6056230811931194	2.474670723008156	2.260933434057236	2.174363102308035	2.490289942131996	1.984593166905269	2.1091116748981475
2.2346035536563993	1.6487075303651393	2.5090727687945367	2.2196729994893074	2.1470454181642533	2.4989461400971416	2.0292089281126855	2.080659921848059
2.2840658203772306	1.6932418213158846	2.5441860766282085	2.1783887062549594	2.1198510363907817	2.5063763546214104	2.075808423762023	2.0526284333400726
2.3349359195343258	1.7389972921952606	2.5782014946808816	2.1375887243926526	2.0926762109012604	2.5120431790218354	2.1244955282777545	2.0248108905785083
2.3872852560094593	1.7859862267941238	2.610060050176621	2.097444073605537	2.065239917895317	2.5161361136898996	2.1751871518984434	1.9972403436832429
2.4410549164972304	1.8335992268592118	2.64070200924778	2.058302171278	2.0374695057780743	2.519252211974621	2.2271118481129406	1.9696332265369891
2.495914546471	1.8822747442767025	2.6710060357322694	2.020507599133253	2.009774385354042	2.5216245847806933	2.280318483185768	1.9419603024952412
